,iso2,year,sex,age,cases
31178,RU,2008,f,55-64,687
14112,RU,2008,m,55-64,2687
33616,RU,2008,f,65+,835
16550,RU,2008,m,65+,1147
18989,RW,1996,f,0-14,45
1923,RW,1996,m,0-14,48
21427,RW,1996,f,15-24,229
4361,RW,1996,m,15-24,222
23865,RW,1996,f,25-34,278
6799,RW,1996,m,25-34,398
26303,RW,1996,f,35-44,161
9237,RW,1996,m,35-44,325
28741,RW,1996,f,45-54,47
11675,RW,1996,m,45-54,124
31179,RW,1996,f,55-64,23
14113,RW,1996,m,55-64,85
33617,RW,1996,f,65+,5
16551,RW,1996,m,65+,24
18990,RW,1997,f,0-14,78
1924,RW,1997,m,0-14,78
21428,RW,1997,f,15-24,274
4362,RW,1997,m,15-24,284
23866,RW,1997,f,25-34,343
6800,RW,1997,m,25-34,633
26304,RW,1997,f,35-44,175
9238,RW,1997,m,35-44,537
28742,RW,1997,f,45-54,67
11676,RW,1997,m,45-54,209
31180,RW,1997,f,55-64,37
14114,RW,1997,m,55-64,87
33618,RW,1997,f,65+,10
16552,RW,1997,m,65+,40
18991,RW,1999,f,0-14,59
1925,RW,1999,m,0-14,93
21429,RW,1999,f,15-24,189
4363,RW,1999,m,15-24,245
23867,RW,1999,f,25-34,262
6801,RW,1999,m,25-34,530
26305,RW,1999,f,35-44,166
9239,RW,1999,m,35-44,424
28743,RW,1999,f,45-54,49
11677,RW,1999,m,45-54,224
31181,RW,1999,f,55-64,31
14115,RW,1999,m,55-64,70
33619,RW,1999,f,65+,5
16553,RW,1999,m,65+,31
18992,RW,2000,f,0-14,105
1926,RW,2000,m,0-14,155
21430,RW,2000,f,15-24,396
4364,RW,2000,m,15-24,466
23868,RW,2000,f,25-34,473
6802,RW,2000,m,25-34,974
26306,RW,2000,f,35-44,309
9240,RW,2000,m,35-44,824
28744,RW,2000,f,45-54,109
11678,RW,2000,m,45-54,393
31182,RW,2000,f,55-64,52
14116,RW,2000,m,55-64,129
33620,RW,2000,f,65+,14
16554,RW,2000,m,65+,56
18993,RW,2002,f,0-14,15
1927,RW,2002,m,0-14,13
21431,RW,2002,f,15-24,98
4365,RW,2002,m,15-24,96
23869,RW,2002,f,25-34,113
6803,RW,2002,m,25-34,167
26307,RW,2002,f,35-44,58
9241,RW,2002,m,35-44,184
28745,RW,2002,f,45-54,22
11679,RW,2002,m,45-54,79
31183,RW,2002,f,55-64,15
14117,RW,2002,m,55-64,38
33621,RW,2002,f,65+,8
16555,RW,2002,m,65+,13
18994,RW,2003,f,0-14,36
1928,RW,2003,m,0-14,32
21432,RW,2003,f,15-24,312
4366,RW,2003,m,15-24,364
23870,RW,2003,f,25-34,340
6804,RW,2003,m,25-34,517
26308,RW,2003,f,35-44,161
9242,RW,2003,m,35-44,424
28746,RW,2003,f,45-54,79
11680,RW,2003,m,45-54,270
31184,RW,2003,f,55-64,41
14118,RW,2003,m,55-64,83
33622,RW,2003,f,65+,17
16556,RW,2003,m,65+,48
18995,RW,2004,f,0-14,73
1929,RW,2004,m,0-14,52
21433,RW,2004,f,15-24,460
4367,RW,2004,m,15-24,561
23871,RW,2004,f,25-34,469
6805,RW,2004,m,25-34,722
26309,RW,2004,f,35-44,293
9243,RW,2004,m,35-44,595
28747,RW,2004,f,45-54,150
11681,RW,2004,m,45-54,353
31185,RW,2004,f,55-64,53
14119,RW,2004,m,55-64,171
33623,RW,2004,f,65+,25
16557,RW,2004,m,65+,64
18996,RW,2005,f,0-14,73
1930,RW,2005,m,0-14,45
21434,RW,2005,f,15-24,483
4368,RW,2005,m,15-24,494
23872,RW,2005,f,25-34,442
6806,RW,2005,m,25-34,713
26310,RW,2005,f,35-44,262
9244,RW,2005,m,35-44,592
28748,RW,2005,f,45-54,157
11682,RW,2005,m,45-54,408
31186,RW,2005,f,55-64,60
14120,RW,2005,m,55-64,142
33624,RW,2005,f,65+,29
16558,RW,2005,m,65+,71
18997,RW,2006,f,0-14,80
1931,RW,2006,m,0-14,25
21435,RW,2006,f,15-24,494
4369,RW,2006,m,15-24,598
23873,RW,2006,f,25-34,467
6807,RW,2006,m,25-34,769
26311,RW,2006,f,35-44,259
9245,RW,2006,m,35-44,591
28749,RW,2006,f,45-54,139
11683,RW,2006,m,45-54,407
31187,RW,2006,f,55-64,72
14121,RW,2006,m,55-64,182
33625,RW,2006,f,65+,37
16559,RW,2006,m,65+,100
18998,RW,2007,f,0-14,81
1932,RW,2007,m,0-14,51
21436,RW,2007,f,15-24,477
4370,RW,2007,m,15-24,523
23874,RW,2007,f,25-34,468
6808,RW,2007,m,25-34,805
26312,RW,2007,f,35-44,245
9246,RW,2007,m,35-44,556
28750,RW,2007,f,45-54,131
11684,RW,2007,m,45-54,352
31188,RW,2007,f,55-64,70
14122,RW,2007,m,55-64,168
33626,RW,2007,f,65+,35
16560,RW,2007,m,65+,91
18999,RW,2008,f,0-14,65
1933,RW,2008,m,0-14,33
21437,RW,2008,f,15-24,439
4371,RW,2008,m,15-24,528
23875,RW,2008,f,25-34,472
6809,RW,2008,m,25-34,811
26313,RW,2008,f,35-44,280
9247,RW,2008,m,35-44,573
28751,RW,2008,f,45-54,161
11685,RW,2008,m,45-54,373
31189,RW,2008,f,55-64,82
14123,RW,2008,m,55-64,191
33627,RW,2008,f,65+,40
16561,RW,2008,m,65+,125
19000,SA,1998,f,0-14,16
1934,SA,1998,m,0-14,2
21438,SA,1998,f,15-24,82
4372,SA,1998,m,15-24,76
23876,SA,1998,f,25-34,86
6810,SA,1998,m,25-34,140
26314,SA,1998,f,35-44,32
9248,SA,1998,m,35-44,96
28752,SA,1998,f,45-54,27
11686,SA,1998,m,45-54,65
31190,SA,1998,f,55-64,28
14124,SA,1998,m,55-64,45
33628,SA,1998,f,65+,40
16562,SA,1998,m,65+,62
19001,SA,1999,f,0-14,39
1935,SA,1999,m,0-14,5
21439,SA,1999,f,15-24,182
4373,SA,1999,m,15-24,155
23877,SA,1999,f,25-34,201
6811,SA,1999,m,25-34,314
26315,SA,1999,f,35-44,94
9249,SA,1999,m,35-44,245
28753,SA,1999,f,45-54,74
11687,SA,1999,m,45-54,152
31191,SA,1999,f,55-64,73
14125,SA,1999,m,55-64,103
33629,SA,1999,f,65+,80
16563,SA,1999,m,65+,143
19002,SA,2000,f,0-14,28
1936,SA,2000,m,0-14,0
21440,SA,2000,f,15-24,172
4374,SA,2000,m,15-24,131
23878,SA,2000,f,25-34,182
6812,SA,2000,m,25-34,268
26316,SA,2000,f,35-44,79
9250,SA,2000,m,35-44,213
28754,SA,2000,f,45-54,51
11688,SA,2000,m,45-54,158
31192,SA,2000,f,55-64,50
14126,SA,2000,m,55-64,86
33630,SA,2000,f,65+,70
16564,SA,2000,m,65+,107
19003,SA,2001,f,0-14,28
1937,SA,2001,m,0-14,7
21441,SA,2001,f,15-24,161
4375,SA,2001,m,15-24,141
23879,SA,2001,f,25-34,163
6813,SA,2001,m,25-34,221
26317,SA,2001,f,35-44,88
9251,SA,2001,m,35-44,163
28755,SA,2001,f,45-54,44
11689,SA,2001,m,45-54,135
31193,SA,2001,f,55-64,39
14127,SA,2001,m,55-64,62
33631,SA,2001,f,65+,44
16565,SA,2001,m,65+,106
19004,SA,2002,f,0-14,28
1938,SA,2002,m,0-14,11
21442,SA,2002,f,15-24,186
4376,SA,2002,m,15-24,148
23880,SA,2002,f,25-34,194
6814,SA,2002,m,25-34,309
26318,SA,2002,f,35-44,72
9252,SA,2002,m,35-44,211
28756,SA,2002,f,45-54,60
11690,SA,2002,m,45-54,138
31194,SA,2002,f,55-64,51
14128,SA,2002,m,55-64,104
33632,SA,2002,f,65+,52
16566,SA,2002,m,65+,110
19005,SA,2003,f,0-14,18
1939,SA,2003,m,0-14,5
21443,SA,2003,f,15-24,210
4377,SA,2003,m,15-24,150
23881,SA,2003,f,25-34,181
6815,SA,2003,m,25-34,285
26319,SA,2003,f,35-44,75
9253,SA,2003,m,35-44,200
28757,SA,2003,f,45-54,58
11691,SA,2003,m,45-54,145
31195,SA,2003,f,55-64,51
14129,SA,2003,m,55-64,102
33633,SA,2003,f,65+,59
16567,SA,2003,m,65+,107
19006,SA,2004,f,0-14,24
1940,SA,2004,m,0-14,4
21444,SA,2004,f,15-24,204
4378,SA,2004,m,15-24,202
23882,SA,2004,f,25-34,171
6816,SA,2004,m,25-34,289
26320,SA,2004,f,35-44,80
9254,SA,2004,m,35-44,217
28758,SA,2004,f,45-54,53
11692,SA,2004,m,45-54,163
31196,SA,2004,f,55-64,47
14130,SA,2004,m,55-64,89
33634,SA,2004,f,65+,64
16568,SA,2004,m,65+,85
19007,SA,2005,f,0-14,31
1941,SA,2005,m,0-14,8
21445,SA,2005,f,15-24,205
4379,SA,2005,m,15-24,182
23883,SA,2005,f,25-34,184
6817,SA,2005,m,25-34,276
26321,SA,2005,f,35-44,98
9255,SA,2005,m,35-44,201
28759,SA,2005,f,45-54,73
11693,SA,2005,m,45-54,175
31197,SA,2005,f,55-64,51
14131,SA,2005,m,55-64,70
33635,SA,2005,f,65+,61
16569,SA,2005,m,65+,107
19008,SA,2006,f,0-14,39
1942,SA,2006,m,0-14,10
21446,SA,2006,f,15-24,226
4380,SA,2006,m,15-24,256
23884,SA,2006,f,25-34,211
6818,SA,2006,m,25-34,323
26322,SA,2006,f,35-44,107
9256,SA,2006,m,35-44,229
28760,SA,2006,f,45-54,56
11694,SA,2006,m,45-54,169
31198,SA,2006,f,55-64,37
14132,SA,2006,m,55-64,94
33636,SA,2006,f,65+,56
16570,SA,2006,m,65+,101
19009,SA,2007,f,0-14,30
1943,SA,2007,m,0-14,8
21447,SA,2007,f,15-24,298
4381,SA,2007,m,15-24,246
23885,SA,2007,f,25-34,197
6819,SA,2007,m,25-34,312
26323,SA,2007,f,35-44,110
9257,SA,2007,m,35-44,219
28761,SA,2007,f,45-54,71
11695,SA,2007,m,45-54,187
31199,SA,2007,f,55-64,39
14133,SA,2007,m,55-64,111
33637,SA,2007,f,65+,64
16571,SA,2007,m,65+,92
19010,SA,2008,f,0-14,33
1944,SA,2008,m,0-14,16
21448,SA,2008,f,15-24,274
4382,SA,2008,m,15-24,295
23886,SA,2008,f,25-34,271
6820,SA,2008,m,25-34,334
26324,SA,2008,f,35-44,137
9258,SA,2008,m,35-44,184
28762,SA,2008,f,45-54,85
11696,SA,2008,m,45-54,153
31200,SA,2008,f,55-64,48
14134,SA,2008,m,55-64,93
33638,SA,2008,f,65+,83
16572,SA,2008,m,65+,102
19011,SB,1995,f,0-14,3
1945,SB,1995,m,0-14,2
21449,SB,1995,f,15-24,17
4383,SB,1995,m,15-24,14
23887,SB,1995,f,25-34,11
6821,SB,1995,m,25-34,6
26325,SB,1995,f,35-44,7
9259,SB,1995,m,35-44,5
28763,SB,1995,f,45-54,12
11697,SB,1995,m,45-54,7
31201,SB,1995,f,55-64,13
14135,SB,1995,m,55-64,9
33639,SB,1995,f,65+,0
16573,SB,1995,m,65+,3
19012,SB,1996,f,0-14,5
1946,SB,1996,m,0-14,4
21450,SB,1996,f,15-24,5
4384,SB,1996,m,15-24,9
23888,SB,1996,f,25-34,9
6822,SB,1996,m,25-34,9
26326,SB,1996,f,35-44,8
9260,SB,1996,m,35-44,3
28764,SB,1996,f,45-54,12
11698,SB,1996,m,45-54,7
31202,SB,1996,f,55-64,6
14136,SB,1996,m,55-64,4
33640,SB,1996,f,65+,3
16574,SB,1996,m,65+,6
19013,SB,1997,f,0-14,3
1947,SB,1997,m,0-14,2
21451,SB,1997,f,15-24,19
4385,SB,1997,m,15-24,20
23889,SB,1997,f,25-34,14
6823,SB,1997,m,25-34,8
26327,SB,1997,f,35-44,10
9261,SB,1997,m,35-44,6
28765,SB,1997,f,45-54,8
11699,SB,1997,m,45-54,9
31203,SB,1997,f,55-64,4
14137,SB,1997,m,55-64,4
33641,SB,1997,f,65+,1
16575,SB,1997,m,65+,5
19014,SB,1998,f,0-14,2
1948,SB,1998,m,0-14,3
21452,SB,1998,f,15-24,14
4386,SB,1998,m,15-24,15
23890,SB,1998,f,25-34,16
6824,SB,1998,m,25-34,9
26328,SB,1998,f,35-44,10
9262,SB,1998,m,35-44,14
28766,SB,1998,f,45-54,11
11700,SB,1998,m,45-54,18
31204,SB,1998,f,55-64,7
14138,SB,1998,m,55-64,7
33642,SB,1998,f,65+,2
16576,SB,1998,m,65+,12
19015,SB,2000,f,0-14,8
1949,SB,2000,m,0-14,3
21453,SB,2000,f,15-24,15
4387,SB,2000,m,15-24,13
23891,SB,2000,f,25-34,13
6825,SB,2000,m,25-34,4
26329,SB,2000,f,35-44,7
9263,SB,2000,m,35-44,8
28767,SB,2000,f,45-54,7
11701,SB,2000,m,45-54,8
31205,SB,2000,f,55-64,5
14139,SB,2000,m,55-64,10
33643,SB,2000,f,65+,2
16577,SB,2000,m,65+,6
19016,SB,2002,f,0-14,0
1950,SB,2002,m,0-14,3
21454,SB,2002,f,15-24,16
4388,SB,2002,m,15-24,16
23892,SB,2002,f,25-34,15
6826,SB,2002,m,25-34,12
26330,SB,2002,f,35-44,4
9264,SB,2002,m,35-44,9
28768,SB,2002,f,45-54,2
11702,SB,2002,m,45-54,9
31206,SB,2002,f,55-64,7
14140,SB,2002,m,55-64,7
33644,SB,2002,f,65+,4
16578,SB,2002,m,65+,4
19017,SB,2003,f,0-14,9
1951,SB,2003,m,0-14,4
21455,SB,2003,f,15-24,14
4389,SB,2003,m,15-24,14
23893,SB,2003,f,25-34,14
6827,SB,2003,m,25-34,9
26331,SB,2003,f,35-44,16
9265,SB,2003,m,35-44,12
28769,SB,2003,f,45-54,13
11703,SB,2003,m,45-54,14
31207,SB,2003,f,55-64,10
14141,SB,2003,m,55-64,8
33645,SB,2003,f,65+,1
16579,SB,2003,m,65+,0
19018,SB,2004,f,0-14,10
1952,SB,2004,m,0-14,6
21456,SB,2004,f,15-24,22
4390,SB,2004,m,15-24,11
23894,SB,2004,f,25-34,20
6828,SB,2004,m,25-34,12
26332,SB,2004,f,35-44,13
9266,SB,2004,m,35-44,8
28770,SB,2004,f,45-54,14
11704,SB,2004,m,45-54,11
31208,SB,2004,f,55-64,8
14142,SB,2004,m,55-64,9
33646,SB,2004,f,65+,3
16580,SB,2004,m,65+,5
19019,SB,2005,f,0-14,9
1953,SB,2005,m,0-14,4
21457,SB,2005,f,15-24,23
4391,SB,2005,m,15-24,14
23895,SB,2005,f,25-34,21
6829,SB,2005,m,25-34,18
26333,SB,2005,f,35-44,12
9267,SB,2005,m,35-44,9
28771,SB,2005,f,45-54,11
11705,SB,2005,m,45-54,15
31209,SB,2005,f,55-64,9
14143,SB,2005,m,55-64,12
33647,SB,2005,f,65+,1
16581,SB,2005,m,65+,11
19020,SB,2006,f,0-14,4
1954,SB,2006,m,0-14,1
21458,SB,2006,f,15-24,16
4392,SB,2006,m,15-24,13
23896,SB,2006,f,25-34,14
6830,SB,2006,m,25-34,11
26334,SB,2006,f,35-44,9
9268,SB,2006,m,35-44,4
28772,SB,2006,f,45-54,14
11706,SB,2006,m,45-54,4
31210,SB,2006,f,55-64,8
14144,SB,2006,m,55-64,14
33648,SB,2006,f,65+,4
16582,SB,2006,m,65+,8
19021,SB,2007,f,0-14,5
1955,SB,2007,m,0-14,5
21459,SB,2007,f,15-24,12
4393,SB,2007,m,15-24,15
23897,SB,2007,f,25-34,25
6831,SB,2007,m,25-34,16
26335,SB,2007,f,35-44,9
9269,SB,2007,m,35-44,12
28773,SB,2007,f,45-54,10
11707,SB,2007,m,45-54,9
31211,SB,2007,f,55-64,5
14145,SB,2007,m,55-64,8
33649,SB,2007,f,65+,5
16583,SB,2007,m,65+,6
19022,SB,2008,f,0-14,4
1956,SB,2008,m,0-14,3
21460,SB,2008,f,15-24,13
4394,SB,2008,m,15-24,17
23898,SB,2008,f,25-34,23
6832,SB,2008,m,25-34,12
26336,SB,2008,f,35-44,11
9270,SB,2008,m,35-44,11
28774,SB,2008,f,45-54,13
11708,SB,2008,m,45-54,10
31212,SB,2008,f,55-64,3
14146,SB,2008,m,55-64,11
33650,SB,2008,f,65+,2
16584,SB,2008,m,65+,7
19023,SC,1995,f,0-14,0
1957,SC,1995,m,0-14,0
21461,SC,1995,f,15-24,0
4395,SC,1995,m,15-24,2
23899,SC,1995,f,25-34,1
6833,SC,1995,m,25-34,0
26337,SC,1995,f,35-44,0
9271,SC,1995,m,35-44,1
28775,SC,1995,f,45-54,0
11709,SC,1995,m,45-54,1
31213,SC,1995,f,55-64,0
14147,SC,1995,m,55-64,2
33651,SC,1995,f,65+,1
16585,SC,1995,m,65+,1
19024,SC,1996,f,0-14,0
1958,SC,1996,m,0-14,0
21462,SC,1996,f,15-24,1
4396,SC,1996,m,15-24,0
23900,SC,1996,f,25-34,0
6834,SC,1996,m,25-34,1
26338,SC,1996,f,35-44,0
9272,SC,1996,m,35-44,3
28776,SC,1996,f,45-54,0
11710,SC,1996,m,45-54,1
31214,SC,1996,f,55-64,1
14148,SC,1996,m,55-64,1
33652,SC,1996,f,65+,1
16586,SC,1996,m,65+,0
19025,SC,1997,f,0-14,0
1959,SC,1997,m,0-14,0
21463,SC,1997,f,15-24,1
4397,SC,1997,m,15-24,1
23901,SC,1997,f,25-34,0
6835,SC,1997,m,25-34,2
26339,SC,1997,f,35-44,0
9273,SC,1997,m,35-44,2
28777,SC,1997,f,45-54,0
11711,SC,1997,m,45-54,1
31215,SC,1997,f,55-64,1
14149,SC,1997,m,55-64,1
33653,SC,1997,f,65+,1
16587,SC,1997,m,65+,1
19026,SC,1998,f,0-14,0
1960,SC,1998,m,0-14,0
21464,SC,1998,f,15-24,0
4398,SC,1998,m,15-24,0
23902,SC,1998,f,25-34,0
6836,SC,1998,m,25-34,1
26340,SC,1998,f,35-44,1
9274,SC,1998,m,35-44,3
28778,SC,1998,f,45-54,0
11712,SC,1998,m,45-54,2
31216,SC,1998,f,55-64,1
14150,SC,1998,m,55-64,1
33654,SC,1998,f,65+,0
16588,SC,1998,m,65+,1
19027,SC,2000,f,0-14,0
1961,SC,2000,m,0-14,0
21465,SC,2000,f,15-24,0
4399,SC,2000,m,15-24,0
23903,SC,2000,f,25-34,1
6837,SC,2000,m,25-34,2
26341,SC,2000,f,35-44,0
9275,SC,2000,m,35-44,4
28779,SC,2000,f,45-54,1
11713,SC,2000,m,45-54,1
31217,SC,2000,f,55-64,1
14151,SC,2000,m,55-64,1
33655,SC,2000,f,65+,0
16589,SC,2000,m,65+,0
19028,SC,2001,f,0-14,0
1962,SC,2001,m,0-14,0
21466,SC,2001,f,15-24,0
4400,SC,2001,m,15-24,0
23904,SC,2001,f,25-34,2
6838,SC,2001,m,25-34,2
26342,SC,2001,f,35-44,0
9276,SC,2001,m,35-44,4
28780,SC,2001,f,45-54,1
11714,SC,2001,m,45-54,0
31218,SC,2001,f,55-64,0
14152,SC,2001,m,55-64,2
33656,SC,2001,f,65+,1
16590,SC,2001,m,65+,2
19029,SC,2002,f,0-14,0
1963,SC,2002,m,0-14,0
21467,SC,2002,f,15-24,0
4401,SC,2002,m,15-24,1
23905,SC,2002,f,25-34,0
6839,SC,2002,m,25-34,3
26343,SC,2002,f,35-44,0
9277,SC,2002,m,35-44,1
28781,SC,2002,f,45-54,0
11715,SC,2002,m,45-54,0
31219,SC,2002,f,55-64,0
14153,SC,2002,m,55-64,1
33657,SC,2002,f,65+,2
16591,SC,2002,m,65+,1
19030,SC,2003,f,0-14,0
1964,SC,2003,m,0-14,0
21468,SC,2003,f,15-24,0
4402,SC,2003,m,15-24,1
23906,SC,2003,f,25-34,0
6840,SC,2003,m,25-34,0
26344,SC,2003,f,35-44,0
9278,SC,2003,m,35-44,0
28782,SC,2003,f,45-54,0
11716,SC,2003,m,45-54,1
31220,SC,2003,f,55-64,0
14154,SC,2003,m,55-64,2
33658,SC,2003,f,65+,0
16592,SC,2003,m,65+,0
19031,SC,2004,f,0-14,0
1965,SC,2004,m,0-14,0
21469,SC,2004,f,15-24,0
4403,SC,2004,m,15-24,0
23907,SC,2004,f,25-34,1
6841,SC,2004,m,25-34,2
26345,SC,2004,f,35-44,2
9279,SC,2004,m,35-44,0
28783,SC,2004,f,45-54,2
11717,SC,2004,m,45-54,3
31221,SC,2004,f,55-64,1
14155,SC,2004,m,55-64,2
33659,SC,2004,f,65+,0
16593,SC,2004,m,65+,0
19032,SC,2005,f,0-14,0
1966,SC,2005,m,0-14,0
21470,SC,2005,f,15-24,0
4404,SC,2005,m,15-24,2
23908,SC,2005,f,25-34,1
6842,SC,2005,m,25-34,1
26346,SC,2005,f,35-44,1
9280,SC,2005,m,35-44,2
28784,SC,2005,f,45-54,0
11718,SC,2005,m,45-54,1
31222,SC,2005,f,55-64,0
14156,SC,2005,m,55-64,0
33660,SC,2005,f,65+,0
16594,SC,2005,m,65+,0
19033,SC,2008,f,0-14,0
1967,SC,2008,m,0-14,0
21471,SC,2008,f,15-24,0
4405,SC,2008,m,15-24,0
23909,SC,2008,f,25-34,0
6843,SC,2008,m,25-34,1
26347,SC,2008,f,35-44,0
9281,SC,2008,m,35-44,0
28785,SC,2008,f,45-54,0
11719,SC,2008,m,45-54,1
31223,SC,2008,f,55-64,0
14157,SC,2008,m,55-64,0
33661,SC,2008,f,65+,0
16595,SC,2008,m,65+,2
19034,SD,1995,f,0-14,359
1968,SD,1995,m,0-14,250
21472,SD,1995,f,15-24,490
4406,SD,1995,m,15-24,604
23910,SD,1995,f,25-34,613
6844,SD,1995,m,25-34,796
26348,SD,1995,f,35-44,299
9282,SD,1995,m,35-44,634
28786,SD,1995,f,45-54,403
11720,SD,1995,m,45-54,486
31224,SD,1995,f,55-64,342
14158,SD,1995,m,55-64,362
33662,SD,1995,f,65+,305
16596,SD,1995,m,65+,337
19035,SD,1998,f,0-14,680
1969,SD,1998,m,0-14,805
21473,SD,1998,f,15-24,875
4407,SD,1998,m,15-24,1079
23911,SD,1998,f,25-34,1036
6845,SD,1998,m,25-34,1533
26349,SD,1998,f,35-44,723
9283,SD,1998,m,35-44,1133
28787,SD,1998,f,45-54,528
11721,SD,1998,m,45-54,820
31225,SD,1998,f,55-64,356
14159,SD,1998,m,55-64,523
33663,SD,1998,f,65+,247
16597,SD,1998,m,65+,453
19036,SD,1999,f,0-14,903
1970,SD,1999,m,0-14,842
21474,SD,1999,f,15-24,1035
4408,SD,1999,m,15-24,1100
23912,SD,1999,f,25-34,1111
6846,SD,1999,m,25-34,1456
26350,SD,1999,f,35-44,1104
9284,SD,1999,m,35-44,1270
28788,SD,1999,f,45-54,817
11722,SD,1999,m,45-54,978
31226,SD,1999,f,55-64,594
14160,SD,1999,m,55-64,841
33664,SD,1999,f,65+,615
16598,SD,1999,m,65+,839
19037,SD,2000,f,0-14,817
1971,SD,2000,m,0-14,785
21475,SD,2000,f,15-24,925
4409,SD,2000,m,15-24,1028
23913,SD,2000,f,25-34,1134
6847,SD,2000,m,25-34,1511
26351,SD,2000,f,35-44,905
9285,SD,2000,m,35-44,1351
28789,SD,2000,f,45-54,771
11723,SD,2000,m,45-54,1119
31227,SD,2000,f,55-64,327
14161,SD,2000,m,55-64,638
33665,SD,2000,f,65+,323
16599,SD,2000,m,65+,677
19038,SD,2001,f,0-14,590
1972,SD,2001,m,0-14,732
21476,SD,2001,f,15-24,787
4410,SD,2001,m,15-24,1018
23914,SD,2001,f,25-34,910
6848,SD,2001,m,25-34,1368
26352,SD,2001,f,35-44,715
9286,SD,2001,m,35-44,1085
28790,SD,2001,f,45-54,467
11724,SD,2001,m,45-54,777
31228,SD,2001,f,55-64,212
14162,SD,2001,m,55-64,462
33666,SD,2001,f,65+,58
16600,SD,2001,m,65+,301
19039,SD,2002,f,0-14,498
1973,SD,2002,m,0-14,559
21477,SD,2002,f,15-24,865
4411,SD,2002,m,15-24,1171
23915,SD,2002,f,25-34,1007
6849,SD,2002,m,25-34,1494
26353,SD,2002,f,35-44,840
9287,SD,2002,m,35-44,1168
28791,SD,2002,f,45-54,523
11725,SD,2002,m,45-54,852
31229,SD,2002,f,55-64,275
14163,SD,2002,m,55-64,511
33667,SD,2002,f,65+,170
16601,SD,2002,m,65+,405
19040,SD,2003,f,0-14,443
1974,SD,2003,m,0-14,489
21478,SD,2003,f,15-24,881
4412,SD,2003,m,15-24,1195
23916,SD,2003,f,25-34,1052
6850,SD,2003,m,25-34,1644
26354,SD,2003,f,35-44,879
9288,SD,2003,m,35-44,1271
28792,SD,2003,f,45-54,562
11726,SD,2003,m,45-54,856
31230,SD,2003,f,55-64,384
14164,SD,2003,m,55-64,645
33668,SD,2003,f,65+,219
16602,SD,2003,m,65+,473
19041,SD,2004,f,0-14,426
1975,SD,2004,m,0-14,537
21479,SD,2004,f,15-24,978
4413,SD,2004,m,15-24,1377
23917,SD,2004,f,25-34,1187
6851,SD,2004,m,25-34,1791
26355,SD,2004,f,35-44,897
9289,SD,2004,m,35-44,1465
28793,SD,2004,f,45-54,601
11727,SD,2004,m,45-54,1035
31231,SD,2004,f,55-64,400
14165,SD,2004,m,55-64,697
33669,SD,2004,f,65+,237
16603,SD,2004,m,65+,467
19042,SD,2005,f,0-14,381
1976,SD,2005,m,0-14,425
21480,SD,2005,f,15-24,1102
4414,SD,2005,m,15-24,1358
23918,SD,2005,f,25-34,1203
6852,SD,2005,m,25-34,1990
26356,SD,2005,f,35-44,978
9290,SD,2005,m,35-44,1541
28794,SD,2005,f,45-54,729
11728,SD,2005,m,45-54,1151
31232,SD,2005,f,55-64,411
14166,SD,2005,m,55-64,724
33670,SD,2005,f,65+,244
16604,SD,2005,m,65+,493
19043,SD,2006,f,0-14,312
1977,SD,2006,m,0-14,297
21481,SD,2006,f,15-24,965
4415,SD,2006,m,15-24,1351
23919,SD,2006,f,25-34,1108
6853,SD,2006,m,25-34,1890
26357,SD,2006,f,35-44,948
9291,SD,2006,m,35-44,1504
28795,SD,2006,f,45-54,763
11729,SD,2006,m,45-54,1102
31233,SD,2006,f,55-64,442
14167,SD,2006,m,55-64,710
33671,SD,2006,f,65+,270
16605,SD,2006,m,65+,532
19044,SD,2007,f,0-14,334
1978,SD,2007,m,0-14,288
21482,SD,2007,f,15-24,992
4416,SD,2007,m,15-24,1355
23920,SD,2007,f,25-34,1318
6854,SD,2007,m,25-34,1903
26358,SD,2007,f,35-44,990
9292,SD,2007,m,35-44,1540
28796,SD,2007,f,45-54,729
11730,SD,2007,m,45-54,1102
31234,SD,2007,f,55-64,467
14168,SD,2007,m,55-64,729
33672,SD,2007,f,65+,324
16606,SD,2007,m,65+,556
19045,SD,2008,f,0-14,321
1979,SD,2008,m,0-14,317
21483,SD,2008,f,15-24,850
4417,SD,2008,m,15-24,1241
23921,SD,2008,f,25-34,962
6855,SD,2008,m,25-34,1740
26359,SD,2008,f,35-44,841
9293,SD,2008,m,35-44,1301
28797,SD,2008,f,45-54,601
11731,SD,2008,m,45-54,903
31235,SD,2008,f,55-64,344
14169,SD,2008,m,55-64,610
33673,SD,2008,f,65+,235
16607,SD,2008,m,65+,534
19046,SE,1995,f,0-14,0
1980,SE,1995,m,0-14,1
21484,SE,1995,f,15-24,10
4418,SE,1995,m,15-24,5
23922,SE,1995,f,25-34,13
6856,SE,1995,m,25-34,12
26360,SE,1995,f,35-44,5
9294,SE,1995,m,35-44,8
28798,SE,1995,f,45-54,5
11732,SE,1995,m,45-54,5
31236,SE,1995,f,55-64,4
14170,SE,1995,m,55-64,4
33674,SE,1995,f,65+,14
16608,SE,1995,m,65+,27
19047,SE,1996,f,0-14,1
1981,SE,1996,m,0-14,1
21485,SE,1996,f,15-24,4
4419,SE,1996,m,15-24,11
23923,SE,1996,f,25-34,10
6857,SE,1996,m,25-34,8
26361,SE,1996,f,35-44,4
9295,SE,1996,m,35-44,3
28799,SE,1996,f,45-54,1
11733,SE,1996,m,45-54,5
